CustomerID,Age,Gender,Location,TenureMonths,MonthlyCharges,TotalCharges,ContractType,InternetService,TechSupport,OnlineBackup,DeviceProtection,SatisfactionScore,SupportTickets,Churn
1162,79,F,East,9,69.56,626.04,2 year,No,Yes,No,No,2,4,0
1163,24,M,West,16,44.23,707.64,2 year,DSL,No,Yes,No,1,0,0
1164,20,F,North,5,88.42,442.1,Month-to-month,DSL,No,No,No,3,6,0
1165,60,F,Central,1,81.54,81.54,2 year,No,No,No,Yes,4,4,1
1166,80,F,West,17,56.76,964.87,1 year,No,No,No,Yes,5,3,1
1167,65,M,North,13,74.91,973.83,Month-to-month,Fiber optic,No,No,Yes,1,1,1
1168,53,F,South,22,74.59,1640.99,1 year,DSL,No,No,No,1,3,0
1169,53,F,West,4,56.49,225.95,1 year,No,Yes,No,No,3,1,0
1170,57,F,Central,37,66.31,2453.58,1 year,DSL,No,Yes,No,4,1,0
1171,56,F,North,4,69.89,279.56,1 year,No,No,No,No,4,4,1
1172,49,M,West,45,51.49,2316.93,Month-to-month,DSL,Yes,No,No,2,0,1
1173,46,M,South,12,91.93,1103.17,2 year,Fiber optic,No,Yes,No,4,1,0
1174,44,F,West,16,25.46,407.29,2 year,DSL,No,No,No,3,0,0
1175,33,F,North,46,78.54,3612.79,1 year,DSL,No,Yes,No,1,1,0
1176,40,F,West,8,40.63,325.06,Month-to-month,No,No,No,No,1,4,1
1177,19,F,Central,5,60.13,300.65,1 year,No,No,Yes,No,4,3,0
1178,43,M,East,12,33.04,396.43,1 year,No,No,No,No,5,1,0
1179,30,M,North,6,38.62,231.72,2 year,No,No,No,No,2,0,0
1180,28,M,North,16,63.26,1012.13,2 year,Fiber optic,No,Yes,No,4,0,0
1181,47,M,North,7,66.45,465.18,2 year,No,No,No,No,3,0,0
1182,65,F,North,40,86.2,3447.84,Month-to-month,Fiber optic,Yes,Yes,No,2,1,1
1183,58,F,West,19,57.02,1083.35,2 year,Fiber optic,Yes,No,No,4,1,0
1184,21,M,Central,1,77.33,77.33,Month-to-month,DSL,No,No,No,2,3,1
1185,30,M,South,33,64.79,2138.23,Month-to-month,DSL,No,No,No,5,2,1
1186,59,F,Central,9,76.56,689.03,Month-to-month,No,No,No,No,3,1,0
1187,30,F,North,8,43.16,345.29,2 year,DSL,No,Yes,No,4,1,0
1188,41,F,West,10,66.78,667.76,2 year,No,No,No,No,1,3,0
1189,53,F,West,20,72.46,1449.29,Month-to-month,Fiber optic,Yes,No,No,3,2,0
1190,30,F,North,12,55.07,660.81,Month-to-month,No,No,No,Yes,5,1,1
1191,46,M,West,20,72.62,1452.37,2 year,No,No,No,No,5,1,0
1192,24,M,North,4,74.52,298.08,1 year,DSL,Yes,No,No,1,1,1
1193,35,F,Central,71,54.64,3879.68,Month-to-month,Fiber optic,No,No,No,3,4,0
1194,49,F,East,27,80.51,2173.73,1 year,No,No,No,No,4,2,0
1195,21,M,West,6,20.0,120.0,1 year,DSL,No,No,Yes,1,4,0
1196,51,F,North,26,26.69,694.01,2 year,DSL,Yes,No,No,4,3,0
1197,44,M,North,18,44.32,797.68,Month-to-month,DSL,No,Yes,No,2,2,1
1198,53,M,West,3,70.63,211.88,Month-to-month,Fiber optic,No,Yes,No,4,2,1
1199,48,M,South,4,49.9,199.6,Month-to-month,Fiber optic,No,No,No,2,1,1
1200,65,M,North,1,38.25,38.25,Month-to-month,Fiber optic,No,No,Yes,4,0,0
1201,46,F,West,34,63.23,2149.77,1 year,No,No,Yes,Yes,2,1,1
1202,38,F,North,17,67.01,1139.13,2 year,DSL,No,Yes,No,3,6,0
1203,46,M,South,8,52.27,418.15,1 year,No,No,No,No,5,3,0
1204,53,F,East,3,41.31,123.93,2 year,DSL,No,Yes,No,3,1,0
1205,45,F,South,14,65.14,911.99,2 year,No,No,No,No,1,2,0
1206,45,F,Central,15,80.9,1213.48,Month-to-month,Fiber optic,No,Yes,No,3,2,0
1207,34,F,West,25,40.72,1017.88,Month-to-month,Fiber optic,Yes,No,Yes,3,1,0
1208,35,M,South,71,96.62,6859.96,1 year,No,No,No,No,5,2,0
1209,23,F,East,12,53.67,644.01,Month-to-month,DSL,No,No,No,3,1,0
1210,71,M,North,11,52.27,574.93,1 year,DSL,No,No,Yes,1,2,1
1211,26,M,West,10,67.69,676.86,Month-to-month,Fiber optic,No,Yes,Yes,3,2,1
1212,34,F,South,36,67.07,2414.37,1 year,Fiber optic,No,No,No,3,1,0
1213,34,M,East,4,20.32,81.28,1 year,DSL,No,No,Yes,3,1,0
1214,58,F,South,9,62.84,565.53,Month-to-month,DSL,No,Yes,No,3,0,0
1215,40,F,Central,26,76.56,1990.56,1 year,DSL,No,No,No,5,1,0
1216,63,M,West,1,85.56,85.56,Month-to-month,DSL,No,No,No,5,2,0
1217,34,F,North,7,62.68,438.79,Month-to-month,DSL,No,No,No,1,5,0
1218,49,M,East,21,57.88,1215.44,1 year,Fiber optic,No,No,No,1,0,1
1219,32,M,South,5,79.49,397.47,Month-to-month,DSL,No,No,No,1,2,1
1220,77,F,West,8,100.84,806.68,2 year,DSL,No,No,Yes,3,2,0
1221,27,F,South,14,66.87,936.19,Month-to-month,Fiber optic,No,No,No,4,4,1
1222,49,F,West,11,61.35,674.87,1 year,Fiber optic,No,No,No,3,1,0
1223,54,M,Central,3,90.14,270.41,1 year,Fiber optic,Yes,No,No,4,3,0
1224,51,F,South,56,42.4,2374.64,Month-to-month,No,Yes,Yes,Yes,1,2,0
1225,42,M,Central,1,66.25,66.25,Month-to-month,DSL,No,No,No,3,2,1
1226,43,M,East,28,113.15,3168.29,1 year,DSL,Yes,Yes,No,1,4,0
1227,45,F,Central,2,74.07,148.14,Month-to-month,DSL,No,No,No,5,1,1
1228,42,F,West,13,80.34,1044.36,Month-to-month,No,Yes,No,No,1,2,1
1229,59,F,East,4,58.43,233.7,1 year,DSL,No,No,Yes,3,5,1
1230,78,M,South,4,76.73,306.9,Month-to-month,Fiber optic,Yes,Yes,No,5,0,0
1231,36,F,South,3,89.32,267.95,1 year,DSL,No,No,No,5,2,1
1232,24,M,West,13,34.72,451.31,2 year,No,No,No,Yes,4,3,0
1233,43,F,North,15,63.07,946.11,Month-to-month,DSL,No,No,Yes,2,0,1
1234,80,F,North,3,71.99,215.98,Month-to-month,Fiber optic,No,No,Yes,5,1,1
1235,32,M,South,78,63.87,4982.08,Month-to-month,No,No,No,No,2,1,1
1236,69,M,West,6,55.26,331.54,1 year,No,No,No,Yes,1,2,0
1237,70,F,North,13,92.9,1207.75,Month-to-month,No,Yes,No,Yes,1,0,1
1238,36,F,Central,5,69.07,345.36,Month-to-month,Fiber optic,No,Yes,No,5,1,0
1239,53,F,South,14,50.98,713.68,Month-to-month,Fiber optic,No,Yes,Yes,4,1,0
1240,69,F,Central,29,84.68,2455.85,Month-to-month,DSL,No,Yes,No,1,6,1
1241,39,F,West,15,92.8,1391.93,1 year,No,No,Yes,No,2,4,0
1242,41,M,Central,7,87.81,614.7,Month-to-month,DSL,No,No,Yes,5,6,1
1243,36,M,North,6,56.69,340.13,Month-to-month,No,Yes,No,No,5,3,0
1244,29,M,North,29,57.55,1669.0,Month-to-month,No,Yes,No,No,4,3,0
1245,35,M,East,3,44.2,132.59,Month-to-month,No,No,No,Yes,5,1,1
1246,26,F,South,10,70.08,700.8,Month-to-month,Fiber optic,No,Yes,No,3,6,1
1247,45,M,West,4,86.97,347.88,Month-to-month,Fiber optic,Yes,No,No,2,0,1
1248,33,M,South,6,76.28,457.7,Month-to-month,Fiber optic,Yes,No,No,3,2,0
1249,48,M,Central,4,100.04,400.17,2 year,Fiber optic,No,No,No,3,5,1
1250,21,F,West,44,26.19,1152.47,Month-to-month,Fiber optic,No,Yes,No,2,1,1
1251,49,M,West,27,67.8,1830.7,1 year,No,Yes,Yes,Yes,5,3,0
1252,57,F,North,17,81.63,1387.76,Month-to-month,Fiber optic,No,No,No,5,4,1
1253,18,M,Central,6,52.82,316.93,1 year,DSL,Yes,Yes,No,3,2,0
1254,50,F,North,15,42.37,635.54,Month-to-month,No,No,No,Yes,2,4,1
1255,63,M,North,15,40.86,612.85,2 year,Fiber optic,Yes,Yes,No,1,3,0
1256,26,F,East,18,67.09,1207.58,2 year,Fiber optic,Yes,No,No,2,2,0
1257,70,M,North,2,40.36,80.71,Month-to-month,Fiber optic,No,No,Yes,3,2,1
1258,51,F,South,73,94.46,6895.64,Month-to-month,Fiber optic,No,No,Yes,2,4,1
1259,34,F,West,13,75.3,978.88,1 year,DSL,No,Yes,Yes,2,2,0
1260,44,M,North,53,60.99,3232.22,2 year,DSL,Yes,No,No,1,3,0
1261,53,F,South,1,63.39,63.39,Month-to-month,DSL,No,Yes,No,4,2,0
1262,46,F,Central,6,86.64,519.83,Month-to-month,Fiber optic,Yes,Yes,No,4,0,0
1263,53,M,West,3,91.82,275.45,Month-to-month,DSL,No,No,Yes,1,3,1
1264,31,M,Central,30,46.32,1389.65,Month-to-month,DSL,Yes,No,No,2,2,0
1265,47,F,South,8,50.34,402.69,Month-to-month,Fiber optic,Yes,No,No,3,0,0
1266,23,M,Central,37,57.85,2140.57,Month-to-month,Fiber optic,No,No,No,1,2,1
1267,43,M,Central,36,52.51,1890.28,Month-to-month,No,No,No,Yes,4,2,0
1268,31,M,Central,23,28.9,664.81,Month-to-month,Fiber optic,No,Yes,No,4,2,0
1269,33,F,North,22,48.7,1071.45,1 year,No,No,No,No,1,1,1
1270,63,F,North,25,50.92,1273.09,1 year,Fiber optic,No,No,Yes,2,2,0
1271,61,F,North,23,41.0,942.93,Month-to-month,Fiber optic,Yes,No,No,5,2,0
1272,54,F,West,10,73.81,738.06,2 year,DSL,No,No,No,3,3,0
1273,28,F,South,23,62.48,1437.12,Month-to-month,No,Yes,No,Yes,5,2,0
1274,40,F,North,46,77.35,3557.9,Month-to-month,No,Yes,No,No,3,2,0
1275,63,F,Central,9,45.3,407.74,1 year,Fiber optic,Yes,No,Yes,5,4,0
1276,47,M,Central,58,77.68,4505.33,1 year,No,Yes,No,No,5,3,0
1277,79,F,Central,1,67.89,67.89,2 year,DSL,No,Yes,No,3,3,0
1278,50,F,Central,9,54.03,486.28,Month-to-month,Fiber optic,No,No,No,3,1,0
1279,47,M,East,3,97.09,291.26,Month-to-month,Fiber optic,No,No,Yes,4,0,1
1280,40,M,West,3,67.25,201.76,1 year,DSL,No,No,No,2,4,1
1281,47,M,South,34,54.47,1851.95,Month-to-month,DSL,No,No,Yes,2,1,1
1282,42,F,South,51,70.62,3601.66,Month-to-month,Fiber optic,No,Yes,No,4,5,1
1283,55,M,North,31,46.07,1428.18,1 year,No,No,No,Yes,5,1,0
1284,59,F,East,76,61.46,4671.31,Month-to-month,DSL,No,Yes,Yes,3,4,0
1285,33,F,South,5,105.58,527.91,Month-to-month,No,No,Yes,Yes,1,2,1
1286,25,F,West,4,29.61,118.43,Month-to-month,DSL,No,Yes,No,5,2,1
1287,18,M,Central,15,54.44,816.53,Month-to-month,DSL,No,Yes,No,2,0,0
1288,52,M,North,36,62.05,2233.73,Month-to-month,Fiber optic,No,No,Yes,3,3,0
1289,28,F,West,1,57.67,57.67,Month-to-month,DSL,No,Yes,No,4,3,0
1290,18,F,South,109,54.99,5993.59,Month-to-month,No,No,No,No,5,2,1
1291,50,F,East,19,98.86,1878.43,2 year,DSL,No,No,No,1,1,1
1292,80,M,North,78,53.9,4204.44,Month-to-month,Fiber optic,No,No,Yes,5,1,0
1293,44,F,South,10,72.94,729.37,2 year,Fiber optic,No,Yes,No,4,0,0
1294,57,M,North,13,52.75,685.73,Month-to-month,No,No,Yes,No,1,0,0
1295,46,F,South,28,72.98,2043.54,Month-to-month,Fiber optic,No,Yes,Yes,5,2,1
1296,43,M,Central,32,83.71,2678.83,Month-to-month,No,No,No,Yes,4,2,1
1297,58,F,East,6,63.51,381.08,Month-to-month,DSL,Yes,No,No,5,0,0
1298,40,M,Central,54,53.56,2892.44,1 year,DSL,No,No,No,3,2,0
1299,49,M,South,41,62.53,2563.71,Month-to-month,DSL,No,No,Yes,5,0,1
1300,49,M,West,1,75.7,75.7,1 year,Fiber optic,Yes,Yes,No,4,0,0
1301,34,M,Central,3,82.33,246.99,Month-to-month,DSL,No,Yes,No,2,4,1
1302,59,M,West,14,70.14,981.97,1 year,Fiber optic,No,No,No,4,2,0
1303,42,M,South,13,63.41,824.33,1 year,DSL,Yes,Yes,No,5,1,0
1304,33,F,East,25,90.58,2264.41,Month-to-month,Fiber optic,Yes,No,No,3,1,0
1305,53,F,West,2,52.47,104.94,2 year,Fiber optic,No,No,No,2,0,1
1306,31,F,South,21,56.75,1191.85,2 year,No,No,No,No,4,3,0
1307,45,F,West,20,100.87,2017.48,2 year,DSL,Yes,No,No,2,1,1
1308,44,M,Central,6,63.07,378.39,Month-to-month,Fiber optic,No,Yes,Yes,3,1,1
1309,61,F,South,16,78.18,1250.89,2 year,DSL,No,Yes,No,1,4,1
1310,52,M,Central,6,47.26,283.57,2 year,DSL,Yes,Yes,No,2,6,0
1311,44,M,North,4,85.02,340.08,1 year,DSL,No,Yes,No,4,4,1
1312,57,M,South,18,41.99,755.78,1 year,No,No,Yes,No,3,1,0
1313,65,F,West,76,40.5,3078.11,2 year,DSL,No,No,No,4,2,0
1314,53,M,North,6,82.85,497.1,2 year,Fiber optic,No,Yes,Yes,3,2,0
1315,45,F,Central,9,57.77,519.94,1 year,DSL,Yes,No,No,4,2,0
1316,25,F,Central,6,60.15,360.91,Month-to-month,Fiber optic,No,Yes,No,3,2,0
1317,29,F,West,7,73.61,515.28,2 year,Fiber optic,No,Yes,No,5,1,0
1318,40,F,North,11,59.2,651.18,Month-to-month,No,No,No,No,4,5,1
1319,35,F,East,25,44.05,1101.14,Month-to-month,DSL,No,No,No,3,1,1
1320,42,M,West,1,53.64,53.64,2 year,No,Yes,No,No,1,4,0
1321,45,M,Central,63,45.5,2866.75,2 year,Fiber optic,No,No,No,3,3,0
1322,52,F,South,1,88.23,88.23,2 year,Fiber optic,No,No,Yes,1,1,1
1323,43,M,North,43,89.11,3831.91,1 year,Fiber optic,No,No,Yes,2,2,1
1324,52,F,East,45,48.19,2168.36,Month-to-month,Fiber optic,No,Yes,No,3,0,0
1325,45,M,South,15,73.71,1105.64,2 year,DSL,Yes,No,No,2,3,0
1326,18,M,North,3,59.55,178.65,Month-to-month,DSL,Yes,No,No,2,2,1
1327,30,M,West,17,94.19,1601.2,2 year,DSL,No,No,No,5,1,0
1328,42,M,West,20,112.39,2247.77,1 year,DSL,No,No,No,3,3,0
1329,26,M,North,40,79.64,3185.42,Month-to-month,DSL,No,No,No,5,2,0
1330,53,M,East,17,54.73,930.33,Month-to-month,No,Yes,No,No,5,2,0
1331,67,M,North,11,41.82,460.04,Month-to-month,DSL,No,Yes,No,2,2,0
1332,63,M,South,37,69.89,2586.11,1 year,No,No,No,No,4,0,0
1333,41,M,South,80,61.88,4950.56,Month-to-month,DSL,No,No,No,2,1,1
1334,67,M,West,21,36.15,759.17,Month-to-month,DSL,No,No,Yes,2,3,1
1335,47,M,North,42,66.59,2796.67,1 year,No,Yes,Yes,No,1,3,1
1336,39,M,West,19,107.25,2037.7,1 year,Fiber optic,No,No,No,4,0,0
1337,35,M,East,24,81.11,1946.74,Month-to-month,DSL,No,No,Yes,2,3,1
1338,40,F,South,24,41.76,1002.34,1 year,No,No,No,Yes,4,2,0
1339,39,M,Central,25,64.63,1615.79,Month-to-month,DSL,No,Yes,No,1,2,1
1340,47,M,Central,8,72.47,579.75,Month-to-month,No,No,No,Yes,4,2,0
1341,47,M,North,18,74.85,1347.27,Month-to-month,Fiber optic,Yes,No,No,3,3,0
1342,45,M,North,19,32.27,613.22,1 year,DSL,No,No,Yes,1,0,0
1343,51,M,Central,8,62.65,501.23,Month-to-month,No,No,Yes,No,4,1,1
1344,62,M,North,9,70.22,631.98,Month-to-month,DSL,No,No,Yes,5,2,1
1345,59,F,South,29,61.27,1776.8,Month-to-month,DSL,Yes,No,No,4,4,0
1346,22,F,East,18,26.42,475.56,2 year,Fiber optic,No,No,Yes,1,3,0
1347,18,F,East,4,61.97,247.87,2 year,Fiber optic,Yes,No,No,5,2,1
1348,59,M,West,37,80.68,2985.27,Month-to-month,DSL,No,No,No,4,3,0
1349,24,M,South,43,53.56,2303.1,Month-to-month,No,No,No,No,4,1,0
1350,41,M,North,13,55.6,722.82,2 year,No,No,No,Yes,1,1,1
1351,27,F,North,5,92.96,464.78,Month-to-month,DSL,No,No,Yes,5,3,1
1352,18,M,West,59,61.0,3599.2,Month-to-month,No,No,Yes,No,5,4,0
1353,53,M,West,43,67.24,2891.23,Month-to-month,DSL,Yes,No,No,4,3,1
1354,56,F,North,6,27.71,166.27,2 year,DSL,No,Yes,No,3,2,0
1355,36,F,North,3,43.94,131.83,1 year,No,Yes,Yes,No,1,2,1
1356,18,M,South,12,108.79,1305.52,Month-to-month,DSL,No,No,No,1,2,1
1357,36,M,West,23,98.11,2256.54,Month-to-month,DSL,Yes,No,Yes,2,3,1
1358,50,M,South,4,74.46,297.83,2 year,Fiber optic,Yes,Yes,No,5,3,0
1359,22,M,North,15,20.0,300.0,Month-to-month,No,No,No,No,5,3,0
1360,47,F,Central,12,38.37,460.4,1 year,Fiber optic,Yes,No,No,2,1,1
1361,44,M,Central,45,37.83,1702.37,Month-to-month,Fiber optic,No,No,No,4,9,0
1362,53,M,North,12,37.54,450.46,2 year,DSL,No,Yes,Yes,4,4,0
1363,46,F,West,16,57.28,916.47,Month-to-month,No,No,No,Yes,1,1,1
1364,30,M,Central,63,80.61,5078.73,2 year,No,Yes,Yes,No,4,1,0
1365,62,M,West,8,52.36,418.89,Month-to-month,Fiber optic,Yes,Yes,No,3,2,1
1366,42,F,Central,7,58.79,411.54,Month-to-month,DSL,No,No,Yes,3,0,1
1367,44,F,West,33,58.86,1942.25,Month-to-month,No,No,No,Yes,3,2,1
1368,31,M,Central,7,83.06,581.45,2 year,DSL,No,No,Yes,2,3,0
1369,38,F,West,36,82.86,2983.11,Month-to-month,DSL,No,No,No,3,2,0
1370,31,F,South,3,68.24,204.72,Month-to-month,DSL,No,Yes,No,2,3,1
1371,42,M,West,3,90.57,271.71,1 year,Fiber optic,Yes,No,No,1,0,0
1372,70,F,South,47,57.34,2695.11,1 year,No,Yes,No,No,1,2,1
1373,24,M,South,16,99.94,1599.02,1 year,No,No,No,No,3,3,0
1374,20,M,North,26,52.88,1374.84,Month-to-month,DSL,Yes,No,Yes,2,4,0
1375,67,M,South,6,25.64,153.83,Month-to-month,DSL,No,Yes,No,3,6,0
1376,41,M,East,4,39.74,158.97,1 year,No,No,No,No,4,1,1
1377,34,F,South,37,37.96,1404.67,Month-to-month,Fiber optic,No,Yes,No,2,2,1
1378,60,M,West,9,50.2,451.77,2 year,Fiber optic,Yes,No,No,2,0,0
1379,35,M,South,13,87.57,1138.44,1 year,Fiber optic,No,Yes,No,2,2,1
1380,72,M,West,1,56.02,56.02,Month-to-month,DSL,No,Yes,No,2,2,1
1381,55,M,West,10,37.9,379.0,Month-to-month,No,No,No,No,4,1,0
1382,37,F,East,30,35.88,1076.28,Month-to-month,DSL,Yes,No,No,3,2,0
1383,77,F,South,35,63.85,2234.73,1 year,DSL,No,No,No,1,1,1
1384,35,F,South,24,95.49,2291.88,Month-to-month,Fiber optic,No,No,No,5,3,0
1385,56,M,Central,24,69.42,1666.1,2 year,Fiber optic,Yes,No,No,5,1,0
1386,49,F,Central,15,83.88,1258.16,Month-to-month,Fiber optic,Yes,Yes,No,2,2,0
1387,64,F,North,16,73.04,1168.59,Month-to-month,DSL,Yes,No,No,2,0,0
1388,68,M,West,28,34.47,965.16,Month-to-month,No,No,No,Yes,1,0,0
1389,45,F,East,6,77.03,462.16,1 year,No,No,No,No,5,3,0
1390,33,M,Central,6,42.22,253.32,Month-to-month,Fiber optic,Yes,No,No,2,3,0
1391,51,F,South,60,56.66,3399.86,Month-to-month,Fiber optic,Yes,No,No,4,1,0
1392,34,F,North,1,50.55,50.55,1 year,No,No,No,No,5,2,1
1393,75,F,East,4,62.93,251.71,Month-to-month,Fiber optic,Yes,No,Yes,4,1,0
1394,47,F,South,17,60.03,1020.47,1 year,Fiber optic,No,No,No,1,6,0
1395,39,M,South,27,57.39,1549.45,1 year,Fiber optic,No,No,No,1,2,1
1396,47,M,West,16,59.48,951.72,2 year,DSL,No,No,No,5,4,0
1397,24,F,West,9,70.35,633.19,1 year,Fiber optic,Yes,Yes,No,3,5,0
1398,30,M,Central,77,59.48,4580.05,1 year,Fiber optic,Yes,Yes,Yes,5,4,0
1399,63,F,Central,25,61.55,1538.7,Month-to-month,DSL,No,No,No,4,2,1
1400,35,F,South,36,104.84,3774.37,Month-to-month,Fiber optic,Yes,Yes,No,3,1,0
1401,29,F,South,1,85.79,85.79,Month-to-month,Fiber optic,No,No,No,4,1,1
1402,53,F,Central,6,55.03,330.18,1 year,DSL,No,No,No,4,4,0
1403,62,F,Central,10,67.13,671.34,Month-to-month,No,Yes,No,No,4,4,0
1404,55,F,South,5,65.57,327.84,1 year,Fiber optic,No,No,No,2,2,1
1405,59,M,East,2,66.6,133.2,Month-to-month,Fiber optic,Yes,Yes,Yes,3,3,1
1406,33,M,South,6,64.58,387.49,1 year,Fiber optic,No,No,No,2,2,1
1407,23,F,East,16,66.74,1067.9,Month-to-month,DSL,No,No,Yes,2,2,1
1408,67,M,East,24,59.96,1439.15,Month-to-month,No,Yes,No,Yes,4,3,1
1409,40,F,South,30,52.71,1581.27,2 year,Fiber optic,No,No,No,1,0,0
1410,41,M,North,1,57.24,57.24,1 year,DSL,No,Yes,No,5,2,0
1411,64,M,Central,12,30.28,363.36,Month-to-month,Fiber optic,No,No,Yes,1,4,1
1412,53,M,West,3,78.9,236.7,1 year,DSL,No,No,No,4,3,1
1413,51,F,South,12,74.64,895.7,Month-to-month,Fiber optic,No,Yes,No,5,3,1
1414,77,M,East,12,105.23,1262.78,2 year,No,No,No,No,5,4,0
1415,35,F,South,14,41.09,575.25,2 year,DSL,Yes,No,No,4,1,0
1416,58,F,Central,45,56.93,2561.77,Month-to-month,Fiber optic,No,No,No,2,3,0
1417,45,F,East,33,88.34,2915.21,2 year,No,No,No,No,5,3,0
1418,49,M,West,21,72.18,1515.73,Month-to-month,Fiber optic,No,No,No,5,1,0
1419,67,M,West,44,97.63,4295.75,2 year,Fiber optic,No,No,Yes,5,2,0
1420,52,M,West,23,94.53,2174.08,Month-to-month,No,Yes,No,No,5,3,1
1421,53,F,North,35,20.0,700.0,Month-to-month,Fiber optic,No,Yes,No,3,1,0
1422,61,F,East,17,70.15,1192.51,2 year,No,Yes,No,Yes,2,1,0
1423,39,M,East,15,70.25,1053.8,Month-to-month,DSL,No,No,No,3,5,0
1424,32,F,North,26,64.54,1678.13,2 year,No,No,Yes,Yes,3,2,0
1425,29,M,East,1,56.31,56.31,Month-to-month,No,Yes,No,No,4,3,0
1426,18,M,North,24,96.24,2309.8,Month-to-month,Fiber optic,No,No,No,2,3,0
1427,75,M,South,55,64.46,3545.26,1 year,No,Yes,Yes,No,1,1,1
1428,28,M,Central,26,20.0,520.0,Month-to-month,Fiber optic,No,No,No,2,1,1
1429,41,F,West,1,56.15,56.15,Month-to-month,DSL,No,Yes,No,1,1,1
1430,40,M,North,10,106.42,1064.23,Month-to-month,DSL,No,Yes,No,5,0,1
1431,49,M,North,34,42.66,1450.41,2 year,DSL,No,Yes,Yes,1,1,0
1432,57,M,North,64,89.35,5718.45,2 year,No,Yes,Yes,No,1,3,1
1433,57,M,South,10,85.85,858.49,Month-to-month,No,Yes,Yes,Yes,1,2,1
1434,36,M,North,37,59.88,2215.65,Month-to-month,No,No,Yes,No,5,1,0
1435,42,M,Central,40,68.78,2751.28,Month-to-month,No,Yes,Yes,Yes,5,1,0
1436,49,M,Central,3,63.61,190.82,1 year,DSL,No,No,No,3,0,1
1437,41,F,West,38,54.45,2069.23,2 year,No,No,No,No,1,1,1
1438,69,F,South,8,51.63,413.03,1 year,DSL,No,No,No,2,3,1
1439,52,F,Central,18,93.41,1681.44,Month-to-month,No,No,Yes,No,4,2,0
1440,56,F,East,16,61.53,984.48,1 year,No,No,Yes,No,3,4,0
1441,54,M,East,22,49.56,1090.32,2 year,Fiber optic,No,Yes,No,1,2,0
1442,62,F,East,27,75.98,2051.56,1 year,Fiber optic,Yes,No,No,3,3,0
1443,47,F,North,12,73.53,882.35,2 year,No,No,No,Yes,1,3,0
1444,25,F,North,44,35.16,1547.03,Month-to-month,Fiber optic,No,No,No,1,0,0
1445,50,M,East,34,52.12,1771.95,1 year,DSL,No,Yes,No,3,3,0
1446,35,F,West,31,31.02,961.75,1 year,No,No,No,Yes,1,1,1
1447,37,F,West,13,116.0,1508.03,1 year,Fiber optic,No,No,No,1,1,1
1448,53,M,North,1,57.75,57.75,1 year,No,Yes,No,No,4,0,0
1449,63,F,East,14,51.46,720.5,Month-to-month,No,Yes,Yes,No,2,6,1
1450,45,M,West,46,55.0,2529.85,Month-to-month,Fiber optic,No,Yes,No,5,3,1
1451,49,F,North,5,49.92,249.58,2 year,No,No,No,No,4,3,0
1452,70,M,East,82,61.34,5029.83,Month-to-month,Fiber optic,No,Yes,Yes,5,4,0
1453,48,F,South,33,89.7,2960.16,2 year,No,No,No,No,5,2,0
1454,80,F,East,25,66.95,1673.67,1 year,DSL,No,Yes,No,2,5,0
1455,53,F,East,23,37.25,856.7,Month-to-month,No,No,Yes,No,4,3,0
1456,18,M,Central,18,42.04,756.72,2 year,Fiber optic,Yes,Yes,No,1,1,0
1457,56,F,Central,26,68.49,1780.79,2 year,DSL,Yes,Yes,Yes,2,1,0
1458,50,M,South,11,48.35,531.83,Month-to-month,No,No,No,No,1,1,0
1459,64,M,South,38,61.18,2324.98,Month-to-month,Fiber optic,No,Yes,No,1,2,1
1460,55,M,East,24,117.91,2829.94,2 year,No,No,Yes,No,1,1,0
1461,42,M,West,30,44.89,1346.58,2 year,No,No,No,No,1,2,1
1462,26,F,South,32,36.08,1154.43,2 year,DSL,No,Yes,No,4,4,0
1463,41,F,East,2,50.19,100.39,1 year,No,Yes,Yes,No,5,3,0
1464,32,F,North,2,29.02,58.03,Month-to-month,DSL,Yes,Yes,Yes,5,1,1
1465,36,M,Central,33,90.72,2993.83,2 year,DSL,No,Yes,No,4,3,0
1466,53,F,West,7,41.81,292.7,Month-to-month,Fiber optic,No,No,No,5,2,0
1467,70,M,East,18,45.52,819.37,Month-to-month,DSL,No,Yes,No,2,8,1
1468,50,M,North,12,38.33,459.98,Month-to-month,DSL,Yes,No,No,1,6,1
1469,27,M,Central,1,31.17,31.17,Month-to-month,DSL,No,No,No,1,1,1
1470,51,F,North,1,63.9,63.9,1 year,Fiber optic,No,No,Yes,1,2,1
1471,62,F,East,36,49.98,1799.16,Month-to-month,Fiber optic,No,No,Yes,3,1,0
1472,35,M,South,19,28.91,549.22,Month-to-month,No,Yes,Yes,No,2,2,0
1473,42,F,Central,15,57.56,863.34,Month-to-month,Fiber optic,No,No,No,3,4,0
1474,45,F,North,58,72.31,4194.17,1 year,DSL,No,No,No,4,1,0
1475,33,M,South,4,56.16,224.64,Month-to-month,Fiber optic,No,No,Yes,3,1,0
1476,54,M,West,6,76.99,461.91,Month-to-month,DSL,No,No,No,5,2,0
1477,43,F,East,29,98.97,2870.15,2 year,No,No,Yes,Yes,5,4,0
1478,51,M,East,30,81.29,2438.7,Month-to-month,No,No,Yes,No,2,1,0
1479,31,M,Central,11,69.32,762.49,Month-to-month,Fiber optic,Yes,Yes,No,3,5,1
1480,38,F,North,61,81.24,4955.88,2 year,Fiber optic,Yes,No,Yes,3,1,0
1481,55,F,West,56,109.54,6134.37,Month-to-month,No,No,No,No,1,3,1
